gvkey,fyear,conm,act,at,dlc,ebit,ni,re,wcap,survive,niat,cr,wcat,ebitaat,reat,niat_s,cr_s,wcat_s,reat_s,ebitaat_s
14898,2009,3D SYSTEMS CORP,70.153,150.403,0.213,3.073,1.066,-72.874,36.718,1,0.0070876,329.3568,0.2441308,0.0204318,-0.4845249,0.0706468,0.019311,0.0378284,0.0504199,0.0767799
14912,2009,SOUTHERN CALIFORNIA EDISON,2329,32474,250,1918,1277,4727,-718,1,0.0393238,9.316,-0.02211,0.0590626,0.1455626,0.0721422,-0.0864305,0.0360066,0.0511478,0.079543
14913,2009,AURA SYSTEMS INC,2.101,4.799,5.698,-15.387,-16.093,-380.058,-7.36,1,-3.353407,0.3687259,-1.533653,-3.206293,-79.19526,-0.0852442,-0.0893866,0.0256639,-0.040516,-0.1540105
14924,2009,NAM TAI PROPERTY INC,274.129,403.924,0.691,6.346,1.652,40.698,197.718,1,0.0040899,396.7135,0.4894931,0.0157109,0.1007566,0.0705078,0.0415657,0.0395073,0.0510961,0.0764423
14934,2009,DEVON ENERGY CORP,2992,29686,1432,-4246,-2479,8998,-810,1,-0.0835074,2.089386,-0.0272856,-0.1430304,0.3031058,0.0664442,-0.0888181,0.0359712,0.0513299,0.0650884
14954,2009,LINDSAY CORP,189.529,307.897,6.171,22.417,13.823,252.583,130.342,1,0.0448949,30.71285,0.4233299,0.0728068,0.820349,0.0724007,-0.0793609,0.0390546,0.0519274,0.080526
14957,2009,AFTERMASTER INC,0.497,1.985,0.705,-6.443,-6.599,-15.213,-1.693,1,-3.324433,0.7049646,-0.8528967,-3.245844,-7.66398,-0.0839001,-0.0892756,0.030322,0.0421253,-0.1568393
14960,2009,LABORATORY CP OF AMER HLDGS,935.6,4837.8,417.2,954.9,543.3,2989.4,-82.8,1,0.1123031,2.242569,-0.0171152,0.1973831,0.6179255,0.0755277,-0.0887675,0.0360408,0.0516936,0.0894363
15000,2009,ANDREW PELLER LTD,116.351,263.716,55.035,19.363,21.661,106.29,29.968,1,0.0821376,2.114127,0.1136374,0.0734237,0.4030472,0.0741283,-0.08881,0.0369355,0.0514453,0.0805702
15016,2009,PHOENIX CANADA OIL CO LTD,8.426,10.522,0.092,-0.447,-0.214,5.441,8.101,1,-0.0203383,91.58695,0.7699106,-0.0424824,0.517107,0.0693745,-0.0592481,0.041426,0.0515771,0.07228
15020,2009,TOROMONT INDUSTRIES LTD,882.156,1364.667,14.044,182.352,120.516,711.79,539.264,1,0.0883117,62.81373,0.3951616,0.1336238,0.5215851,0.0744147,-0.0687548,0.0388618,0.0515823,0.0848759
15027,2009,TOR MINERALS INTL INC,14.023,32.876,3.888,0.396,-0.136,-4.364,7.587,1,-0.0041368,3.606739,0.2307763,0.0120453,-0.1327412,0.0701261,-0.0883168,0.037737,0.0508263,0.0761801
15038,2009,INTERFOR CORP,107.893,582.451,3.096,-46.45,-23.887,64.006,61.287,1,-0.0410112,34.84916,0.1052226,-0.0797492,0.1098908,0.0684156,-0.0779943,0.0368779,0.0511066,0.0696145
15050,2009,HEROUX-DEVTEK INC,197.45,394.847,4.25,26.599,16.003,114.836,123.241,1,0.0405296,46.45882,0.3121234,0.0673653,0.2908367,0.0721982,-0.0741585,0.0382936,0.0513157,0.0801368
15060,2009,CALLON PETROLEUM CO/DE,77.684,227.991,100.667,75.951,54.419,-325.039,-39.872,1,0.2386892,0.7716928,-0.1748841,0.3331316,-1.425666,0.0813907,-0.0892535,0.0349613,0.0493326,0.0991457
15070,2009,SUNCOR ENERGY INC,8331,69746,27,753,1146,13532,483,1,0.0164311,308.5555,0.0069251,0.0107963,0.1940183,0.0710803,0.0124383,0.0362053,0.0512038,0.0760908
15083,2009,TRANSCONTINENTAL INC -CL A,482.6,2549.7,7.8,211.9,-81.8,625.8,25.5,1,-0.0320822,61.8718,0.0100012,0.0831078,0.2454406,0.0688298,-0.069066,0.0362264,0.0512632,0.0812628
15087,2009,LIFEWAY FOODS INC,16.622,51.47,5.185,8.939,5.57,27.943,8.058,1,0.1082184,3.205786,0.1565572,0.173674,0.5428988,0.0753382,-0.0884493,0.0372292,0.0516069,0.0877405
15092,2009,CEC ENTERTAINMENT INC,79.715,744.266,0.881,110.965,61.194,703.554,-1.024,1,0.0822206,90.48241,-0.0013759,0.1490932,0.9452991,0.0741322,-0.0596131,0.0361485,0.0520718,0.0859824
15129,2009,LKA GOLD INC,0.254,1.036,0.509,-1.128,-1.345,-7.856,-0.598,1,-1.298263,0.4990177,-0.5772201,-1.088803,-7.583012,0.0100925,-0.0893436,0.0322083,0.0422189,-0.0025577
15178,2009,VITRO DIAGNOSTICS INC,0.019,0.101,0.193,-0.236,-0.271,-6.658,-1.492,1,-2.683168,0.0984456,-14.77228,-2.336634,-65.92079,-0.0541523,-0.089476,-0.0649211,-0.0251797,-0.0918084
15240,2009,WESTWATER RESOURCES INC,6.281,32.012,0.113,-10.177,-10.066,-125.024,3.275,1,-0.3144446,55.58407,0.1023054,-0.317912,-3.905535,0.0557312,-0.0711435,0.036858,0.0464675,0.05258
15247,2009,VALERO ENERGY CORP,10923,35629,237,172,-1982,13543,3125,1,-0.0556288,46.08861,0.0877094,0.0048275,0.3801117,0.0677374,-0.0742808,0.0367581,0.0514188,0.0756638
15252,2009,TRIMAS CORP,279.77,825.78,20.39,61.22,-0.22,-466.72,99.72,1,-0.0002664,13.72094,0.1207586,0.074136,-0.5651869,0.0703057,-0.0849751,0.0369842,0.0503267,0.0806211
15267,2009,IDEX CORP,451.712,2098.157,8.346,196.933,113.391,922.405,262.03,1,0.0540431,54.12318,0.1248858,0.09386,0.4396263,0.0728251,-0.0716262,0.0370125,0.0514876,0.0820319
15292,2009,ODYSSEY PICTURES CORP,0.003,0.012,0.756,0.431,2.938,-42.959,-3.569,1,244.8333,0.0039683,-297.4167,35.91666,-3579.917,11.42797,-0.0895072,-1.99891,-4.084959,2.644246
15305,2009,MICHIGAN CONSOLIDATED GAS CO,772,3981,442,190,93,417,37,1,0.023361,1.746606,0.0092941,0.0477267,0.1047475,0.0714017,-0.0889314,0.0362215,0.0511007,0.0787322
15319,2009,REPSOL SA,21172.66,83244.55,5166.686,4857.115,2234.359,17631.23,3984.296,1,0.0268409,4.097919,0.0478625,0.0583475,0.2118004,0.0715632,-0.0881545,0.0364854,0.0512244,0.0794918
15327,2009,BONSO ELECTRONICS INTL INC,17.527,23.689,2.216,-0.655,-0.658,-7.132,9.64,1,-0.0277766,7.909296,0.40694,-0.02765,-0.301068,0.0690295,-0.0868952,0.0389424,0.0506318,0.0733409
15334,2009,AKZO NOBEL NV,8936.002,27058.82,550.349,1641.015,408.462,10473.83,2409.209,1,0.0150953,16.23697,0.089036,0.0606462,0.3870763,0.0710183,-0.0841438,0.0367672,0.0514269,0.0796563
15337,2009,EMMIS COMMUNICATIONS CP-CL A,74.563,498.168,3.413,12.379,-122.654,-706.455,17.722,1,-0.2462101,21.84676,0.0355743,0.024849,-1.418106,0.0588965,-0.0822903,0.0364014,0.0493413,0.0770959
15343,2009,MUELLER INDUSTRIES,808.843,1180.141,24.325,61.331,4.675,504.114,625.473,1,0.0039614,33.25151,0.5299985,0.0519692,0.4271642,0.0705018,-0.0785222,0.0397844,0.0514732,0.0790356
15417,2009,BROWN & BROWN INC,613.699,2224.226,17.124,269.353,153.294,1087.81,134.746,1,0.0689202,35.83853,0.0605811,0.1210997,0.4890735,0.0735152,-0.0776674,0.0365725,0.0515447,0.0839802
15444,2009,CRH PLC,8573.402,29069.6,546.05,1663.945,848.454,8450.148,4027.292,1,0.029187,15.70076,0.1385397,0.05724,0.2906868,0.071672,-0.0843209,0.0371059,0.0513155,0.0794126
15446,2009,EMISPHERE TECHNOLOGIES INC,4.113,5.933,12.588,-14.404,-21.243,-436.671,-20.441,1,-3.580482,0.3267397,-3.445306,-2.427777,-73.60036,-0.0957781,-0.0894005,0.0125835,-0.0340521,-0.0983274
15448,2009,DUKE ENERGY INDIANA INC,608,8410,4,427,201,1925,40,1,0.0239001,152,0.0047562,0.0507729,0.2288942,0.0714267,-0.0392877,0.0361905,0.0512441,0.0789501
15459,2009,TREDEGAR CORP,215.3,596.279,0.451,43.138,-1.353,387.935,126.149,1,-0.0022691,477.3836,0.2115604,0.0723453,0.6505931,0.0702128,0.0682191,0.0376055,0.0517313,0.080493
15508,2009,ANGLO AMERICAN PLC,10411,56308,1499,3639,2425,22269,3666,1,0.0430667,6.945297,0.0651062,0.0646267,0.3954856,0.0723159,-0.0872137,0.0366034,0.0514366,0.079941
15520,2009,SIGNET JEWELERS LTD,2435.8,2924.2,44.1,147,164.1,1613.4,1814.5,1,0.0561179,55.23356,0.6205116,0.0502702,0.5517406,0.0729213,-0.0712593,0.0404038,0.0516171,0.0789141
15704,2009,THOMSON-REUTERS CORP,3663,34573,782,2072,844,9090,-1049,1,0.0244121,4.684143,-0.0303416,0.0599312,0.2629219,0.0714505,-0.0879608,0.0359503,0.0512834,0.0796051
15824,2009,HERITAGE GLOBAL INC,3.327,11.627,6.19,-0.833,-1.264,-271.287,-4.346,1,-0.1087125,0.5374798,-0.3737852,-0.0716436,-23.3325,0.0652749,-0.0893309,0.0336003,0.0240232,0.0701943
16456,2009,HANGER INC,309.85,875.036,8.835,90.52,36.093,83.108,216.664,1,0.0412474,35.07074,0.2476058,0.1034472,0.0949767,0.0722315,-0.0779211,0.0378522,0.0510894,0.0827176
16466,2009,ARIZONA GOLD CORP,0.194,20.194,0.5,-0.851,-0.559,-29.581,-0.807,1,-0.0276815,0.388,-0.0399624,-0.0421412,-1.464841,0.0690339,-0.0893803,0.0358845,0.0492873,0.0723044
16476,2009,LEVI STRAUSS & CO,1505.864,2989.381,20.601,394.812,151.875,-373.024,778.888,1,0.0508048,73.09665,0.2605516,0.1320715,-0.124783,0.0726748,-0.0653573,0.0379408,0.0508355,0.0847649
16477,2009,LEAR CORP,3787,6073.3,45.2,106.7,814.4,-5.1,1386.2,1,0.1340951,83.78319,0.2282449,0.0175687,-0.0008397,0.0765386,-0.0618265,0.0377197,0.0509787,0.0765751
16478,2009,EOG RESOURCES INC,1839.541,18118.67,37,422.228,546.627,9206.467,493.981,1,0.0301693,49.71732,0.0272636,0.0233035,0.5081205,0.0717176,-0.0730819,0.0363445,0.0515667,0.0769853
16531,2009,ZIX CORP,15.214,19.748,0.126,-2.717,-4.435,-328.495,-3.283,1,-0.2245797,120.746,-0.1662447,-0.1375836,-16.63434,0.0598999,-0.049614,0.0350204,0.0317617,0.0654779
16582,2009,NUTRIEN LTD,2271.7,12922.2,728.8,813.4,987.8,4920.9,711.8,1,0.0764421,3.117042,0.0550835,0.0629459,0.3808098,0.0738641,-0.0884786,0.0365348,0.0514196,0.0798207
16710,2009,DIGI INTERNATIONAL INC,122.655,258.948,0.008,5.023,4.083,76.181,106.121,1,0.0157676,15331.87,0.4098159,0.0193977,0.2941942,0.0710495,4.976143,0.0389621,0.0513196,0.076706
17341,2009,ARTESIAN RESOURCES  -CL A,13.243,358.895,27.679,18.505,7.262,15.577,-23.278,1,0.0202343,0.4784493,-0.0648602,0.051561,0.0434027,0.0712567,-0.0893504,0.0357141,0.0510298,0.0790064
17420,2009,ATLAS COPCO AB,5671.867,9488.62,413.661,1302.634,872.896,2908.488,3130.347,1,0.091994,13.71139,0.3299054,0.1372838,0.3065238,0.0745856,-0.0849782,0.0384153,0.0513338,0.0851377
17436,2009,BASF SE,28072.09,73477.3,3403.85,6245.127,2020.812,18734.79,11332.31,1,0.0275025,8.247157,0.1542287,0.084994,0.2549739,0.0715939,-0.0867836,0.0372132,0.0512742,0.0813977
17452,2009,DANONE SA,6316.112,38514.38,2490.901,3343.655,1950.585,15083,-2076.707,1,0.0506456,2.535674,-0.0539203,0.0868158,0.3916199,0.0726674,-0.0886707,0.035789,0.0514321,0.081528
17616,2009,BURNHAM HOLDINGS INC,69.564,138.434,0.147,9.385,5.339,71.719,46.163,1,0.0385671,473.2245,0.3334658,0.067794,0.5180736,0.0721071,0.0668449,0.0384397,0.0515782,0.0801675
17828,2009,DAIMLER AG,77794.09,184626.3,35881.6,8.599,-3783.648,24070.59,9662.634,1,-0.0204936,2.168078,0.0523362,0.0000466,0.1303747,0.0693673,-0.0887921,0.036516,0.0511303,0.0753219
17947,2009,GOLD FIELDS LTD,1067.2,8096.2,327.5,588.5,170.4,398.5,99.1,1,0.0210469,3.258626,0.0122403,0.0726884,0.0492206,0.0712944,-0.0884318,0.0362417,0.0510365,0.0805176
18466,2009,SUBARU CORP,6840.343,13183.8,1884.829,279.026,-176.124,737.624,897.506,1,-0.0133591,3.629158,0.0680764,0.0211643,0.0559493,0.0696983,-0.0883094,0.0366237,0.0510443,0.0768323
18467,2009,FUJITSU LTD,20042.61,34561.57,2679.304,1010.417,996.627,2578.458,3339.689,1,0.0288363,7.480529,0.0966301,0.0292353,0.0746048,0.0716557,-0.0870369,0.0368191,0.0510659,0.0774096
18576,2009,AXION POWER INTL INC,24.77,29.021,0.102,-8.115,-14.578,-61.111,23.211,1,-0.5023259,242.8431,0.7998002,-0.2796251,-2.105751,0.0470155,-0.0092731,0.0416306,0.0485469,0.0553185
18582,2009,GOODFELLOW INC,113.841,148.911,5.427,13.102,10.836,101.932,78.758,1,0.0727683,20.97678,0.5288931,0.0879854,0.6845163,0.0736937,-0.0825778,0.0397769,0.0517705,0.0816117
18636,2009,DIAGEO PLC,10208.47,29771.54,1470.809,4211.713,2666.869,5633.164,3649.054,1,0.0895778,6.940715,0.1225685,0.1414678,0.1892131,0.0744735,-0.0872153,0.0369966,0.0511983,0.085437
18699,2009,PTC INC,546.466,1350.212,57.88,42.266,31.522,-1062.123,55.035,1,0.023346,9.441361,0.0407603,0.0313032,-0.7866343,0.071401,-0.086389,0.0364368,0.0500709,0.0775575
18729,2009,KIRIN HOLDINGS CO LTD,9018.586,30739.09,2927.632,1379.844,528.277,9007.059,487.258,1,0.0171858,3.080505,0.0158514,0.0448889,0.2930165,0.0711153,-0.0884907,0.0362664,0.0513182,0.0785292
19113,2009,NISSAN MOTOR CO LTD,59747.43,109366.4,18111.23,3336.284,453.854,16780.46,18453.45,1,0.0041498,3.298916,0.1687305,0.0305056,0.1534334,0.0705105,-0.0884185,0.0373125,0.0511569,0.0775005
19129,2009,HALLADOR ENERGY CO,30.269,165.09,10,39.571,20.185,23.105,9.676,1,0.1222666,3.0269,0.0586105,0.2396935,0.139954,0.0759899,-0.0885084,0.036559,0.0511414,0.0924626
19151,2009,TELECOM ITALIA SPA,25343.28,123514.6,9278.536,7974.325,2265.889,19603.31,-2252.991,1,0.0183451,2.731387,-0.0182407,0.0645618,0.1587125,0.071169,-0.088606,0.0360331,0.051163,0.0799363
19209,2009,NORTHERN TECH INTL,6.469,26.483,2.257,-2.288,-3.345,17.035,2.728,1,-0.1263074,2.866194,0.1030095,-0.086395,0.6432428,0.0644587,-0.0885615,0.0368628,0.0517228,0.0691392
19305,2009,PREFORMED LINE PRODUCTS CO,138.959,235.372,4.616,21.657,23.357,154.584,92.619,1,0.0992344,30.10377,0.3935005,0.0920118,0.6567646,0.0749214,-0.0795622,0.0388505,0.0517384,0.0818997
19349,2009,SIEMENS AG,64560.73,138876.7,1021.174,8995.987,3353.196,31584.71,10422.41,1,0.0241451,63.22206,0.0750479,0.0647768,0.2274298,0.0714381,-0.0686199,0.0366714,0.0512424,0.0799517
19398,2009,DENNYS CORP,58.345,312.627,12.225,57.946,41.554,-671.04,-33.763,1,0.1329188,4.772597,-0.1079977,0.1853519,-2.146456,0.076484,-0.0879316,0.035419,0.0484998,0.0885758
19431,2009,PERMA-PIPE INTERNATIONAL HOL,95.308,150.547,3.118,7.197,4.671,24.408,57.026,1,0.0310269,30.56703,0.378792,0.0478057,0.1621288,0.0717573,-0.0794091,0.0387498,0.051167,0.0787378
19565,2009,RIO TINTO GROUP,19714,97236,847,6353,4872,34487,8865,1,0.0501049,23.27509,0.0911699,0.0653359,0.3546732,0.0726424,-0.0818184,0.0367818,0.0513894,0.0799917
19622,2009,MPHASE TECHNOLOGIES INC,0.3,3.489,1.573,-10.657,-15.096,-186.792,-3.99,1,-4.326741,0.1907184,-1.143594,-3.054457,-53.5374,-0.1303965,-0.0894455,0.0283329,-0.010873,-0.1431504
19661,2009,TOYOTA MOTOR CORP,139974,324939,58865,1580,2243,114794,25560,1,0.0069028,2.377882,0.0786609,0.0048625,0.3532786,0.0706382,-0.0887228,0.0366962,0.0513878,0.0756663
19692,2009,FEC RESOURCES INC,0.06,3.732,0.295,-0.458,-1.202,-17.761,-0.298,1,-0.3220793,0.2033898,-0.0798499,-0.1227224,-4.75911,0.055377,-0.0894413,0.0356116,0.0454814,0.0665409
19696,2009,UNI-SELECT INC,593.455,775.657,0.175,74.818,38.57,322.411,395.362,1,0.0497256,3391.172,0.5097124,0.0964576,0.4156618,0.0726248,1.030935,0.0396456,0.0514599,0.0822176
19731,2009,ORBITAL CORP LTD,14.73,34.262,1.224,-4.678,-1.974,-1.564,9.506,1,-0.0576148,12.03431,0.2774502,-0.1365361,-0.0456482,0.0676453,-0.0855323,0.0380564,0.0509269,0.0655529
19824,2009,ANGLOGOLD ASHANTI LTD,2459,9787,1277,1314,-320,-2905,-2091,1,-0.0326964,1.925607,-0.2136508,0.1342597,-0.2968223,0.0688013,-0.0888723,0.034696,0.0506367,0.0849214
19948,2009,COASTAL CARIBBEAN OILS&MINL,0.009,2.356,0.073,-0.643,-0.642,-36.857,-1.406,1,-0.2724958,0.1232877,-0.5967742,-0.2729202,-15.64389,0.0576771,-0.0894677,0.0320745,0.032906,0.055798
19951,2009,MULTICELL TECHNOLOGIES INC,0.403,0.41,0.03,-0.815,-0.844,-39.62,-1.023,1,-2.058537,13.43333,-2.495122,-1.987805,-96.63415,-0.0251761,-0.0850701,0.0190851,-0.0606634,-0.0668585
19987,2009,AECON GROUP INC,1128.611,1689.338,233.925,79.74,44.386,148.349,284.785,1,0.0262742,4.82467,0.1685779,0.0472019,0.0878149,0.0715369,-0.0879144,0.0373114,0.0510811,0.0786947
19999,2009,AVCORP INDUSTRIES INC,23.302,48.026,14.553,-9.589,-8.41,-65.379,0.82,1,-0.1751135,1.601182,0.0170741,-0.1996627,-1.361325,0.0621946,-0.0889794,0.0362748,0.0494069,0.0610377
20007,2009,DUNDEE PRECIOUS METLS  -CL A,140.661,562.725,8.611,12.928,5.047,131.255,108.475,1,0.0089689,16.33504,0.1927673,0.0229739,0.2332489,0.0707341,-0.0841114,0.0374769,0.0512491,0.0769618
20067,2009,INTERCONTINENTAL HOTELS GRP,419,2893,106,338,213,11,-634,1,0.073626,3.95283,-0.2191497,0.1168337,0.0038023,0.0737335,-0.0882025,0.0346584,0.0509841,0.083675
20180,2009,ARETE INDUSTRIES INC,0.038,0.36,0.492,-0.237,-0.284,-14.592,-1.327,1,-0.7888889,0.0772358,-3.686111,-0.6583333,-40.53333,0.033722,-0.089483,0.0109358,0.0041508,0.0282315
20185,2009,SCOTTS MIRACLE-GRO CO,1090.9,2220.1,160.4,312.3,153.3,264.7,334.1,1,0.0690509,6.801123,0.1504887,0.1406693,0.1192289,0.0735213,-0.0872614,0.0371877,0.0511174,0.0853799
20204,2009,ICONIX BRAND GROUP INC,280.646,1802.613,93.251,141.822,75.111,191.437,148.147,1,0.0416678,3.009576,0.0821846,0.0786758,0.1061997,0.072251,-0.0885141,0.0367203,0.0511024,0.0809458
20214,2009,ENERPLUS CORP,245.967,5905.516,36.631,5.38,89.117,-1542.67,-117.491,1,0.0150905,6.714722,-0.0198951,0.000911,-0.2612253,0.0710181,-0.0872899,0.0360218,0.0506779,0.0753837
20217,2009,POSTROCK ENERGY CORP,66.045,283.655,310.015,-314.608,-144.922,-447.413,-273.581,1,-0.5109094,0.2130381,-0.964485,-1.109122,-1.577314,0.0466173,-0.0894381,0.0295585,0.0491574,-0.004011
20255,2009,WATERLOO BREWING LTD,8.587,29.643,2.754,1.348,1.366,-13.14,2.644,1,0.0460817,3.11801,0.0891948,0.0454745,-0.443275,0.0724557,-0.0884783,0.0367682,0.0504675,0.0785711
20300,2009,CATHEDRAL ENERGY SVCS LTD,38.526,173.537,2.389,0.364,5.281,24.037,22.451,1,0.0304316,16.12641,0.129373,0.0020975,0.1385123,0.0717297,-0.0841803,0.0370432,0.0511397,0.0754686
20304,2009,LE CHATEAU  -CL B,135.068,236.032,11.752,44.507,29.837,120.727,91.853,1,0.1264108,11.49319,0.3891549,0.1885634,0.5114857,0.0761821,-0.0857111,0.0388207,0.0515706,0.0888055
20315,2009,COGECO INC  -SUB VTG,129.842,2704.679,45.122,239.713,-78.525,218.25,-245.796,1,-0.029033,2.877576,-0.0908781,0.088629,0.0806935,0.0689712,-0.0885577,0.0355361,0.0510729,0.0816577
20323,2009,BONTERRA ENERGY CORP,39.569,293.987,23.5,25.804,68.563,-6.431,-10.162,1,0.2332178,1.683787,-0.0345662,0.0877726,-0.0218751,0.0811368,-0.0889522,0.0359214,0.0509544,0.0815965
20338,2009,PRIMO WATER CORP,320.5,873.8,37.8,106.3,81.5,30.5,113.4,1,0.0932708,8.478836,0.129778,0.1216526,0.034905,0.0746448,-0.0867071,0.0370459,0.05102,0.0840197
20350,2009,DXI CAPITAL CORP,4.013,45.886,0.85,-13.38,-12.807,-39.486,0.41,1,-0.2791047,4.721176,0.0089352,-0.2915922,-0.8605239,0.0573706,-0.0879486,0.0362191,0.0499855,0.0544625
20392,2009,EXCO TECHNOLOGIES LTD,66.763,140.314,0.125,-6.761,-17.666,76.353,45.859,1,-0.1259033,534.104,0.3268313,-0.0481848,0.5441581,0.0644775,0.0869595,0.0383943,0.0516083,0.0718722
20423,2009,CAESARS ENTERTAINMENT CORP,1598.9,28979.2,74.3,1140.6,827.6,-4403.3,-6.6,1,0.0285584,21.51951,-0.0002277,0.0393593,-0.1519469,0.0716428,-0.0823984,0.0361564,0.0508041,0.0781337
20440,2009,BANKERS PETROLEUM LTD,104.148,318.872,4.853,4.492,-0.157,-9.321,78.891,1,-0.0004924,21.46054,0.2474065,0.0140872,-0.0292312,0.0702952,-0.0824179,0.0378508,0.0509459,0.0763261
20456,2009,HAMMOND MFG LTD  -CL A,30.747,44.36,7.37,1.525,-0.044,16.158,16.846,1,-0.0009919,4.171913,0.3797565,0.0343778,0.3642471,0.070272,-0.0881301,0.0387564,0.0514005,0.0777774
20475,2009,GUARDIAN CAP GRP LTD  -CL A,63.012,438.795,46.901,11.15,14.274,300.833,-30.305,1,0.03253,1.343511,-0.0690641,0.0254105,0.685589,0.0718271,-0.0890646,0.0356854,0.0517717,0.077136
20483,2009,FIRAN TECHNOLOGY GROUP CORP,18.547,29.093,2.232,0.233,-1.09,-8.133,9.588,1,-0.0374661,8.309587,0.3295638,0.0080088,-0.2795518,0.06858,-0.086763,0.038413,0.0506567,0.0758914
20488,2009,GOLDEN STAR RESOURCES LTD,219.496,753.879,9.97,15.444,16.519,-185.862,144.56,1,0.021912,22.01565,0.1917549,0.020486,-0.2465409,0.0713345,-0.0822345,0.03747,0.0506948,0.0767838
20500,2009,IMPERIAL METALS CORP,107.616,373.071,20.861,34.293,-12.759,156.969,28.054,1,-0.0341999,5.158717,0.0751975,0.0919208,0.4207483,0.0687315,-0.087804,0.0366725,0.0514658,0.0818932
20523,2009,INVENTRONICS LTD,0.918,5.62,0.228,0.114,-0.304,0.018,0.323,1,-0.0540925,4.026316,0.0574733,0.0202847,0.0032028,0.0678087,-0.0881782,0.0365512,0.0509834,0.0767694
20525,2009,AIRBOSS OF AMERICA CORP,65.621,134.752,1.402,8.041,6.276,27.447,36.343,1,0.0465744,46.80528,0.2697029,0.0596726,0.2036853,0.0724786,-0.074044,0.0380034,0.051215,0.0795866
20529,2009,EASTERN PLATINUM LTD,58.185,739.436,0.969,-0.188,5.91,-316.984,33.241,1,0.0079926,60.04644,0.0449545,-0.0002542,-0.4286835,0.0706888,-0.0696691,0.0364655,0.0504844,0.0753004
20561,2009,LINAMAR CORP,688.935,1572.365,100.901,14.838,-46.928,694.459,233.529,1,-0.0298455,6.827831,0.1485209,0.0094367,0.4416653,0.0689335,-0.0872526,0.0371742,0.0514899,0.0759935
20565,2009,LOGISTEC CORP,83.079,214.732,12.48,15.159,8.133,86.807,37.957,1,0.0378751,6.656971,0.1767645,0.070595,0.4042574,0.072075,-0.087309,0.0373674,0.0514467,0.0803678
20570,2009,MDC PARTNERS INC,202.245,604.519,1.456,20.244,-18.324,-137.04,-40.152,1,-0.0303117,138.9045,-0.0664198,0.0334878,-0.2266926,0.0689119,-0.0436144,0.0357035,0.0507178,0.0777138
20601,2009,METALORE RESOURCES LTD,1.737,16.36,0.016,0.125,0.419,10.703,1.556,1,0.0256112,108.5625,0.09511,0.0076406,0.6542176,0.0715061,-0.0536394,0.0368087,0.0517355,0.075865
20646,2009,ORVANA MINERALS CORP,73.283,150.717,2.389,21.327,14.363,36.372,56.783,1,0.0952978,30.67518,0.3767525,0.1415036,0.2413265,0.0747388,-0.0793734,0.0387359,0.0512585,0.0854396
20653,2009,DENBURY INC,255.762,4269.978,5.308,171.369,-75.156,1063.862,-138.028,1,-0.017601,48.18425,-0.0323252,0.0401335,0.2491493,0.0695015,-0.0735884,0.0359367,0.0512675,0.0781891
20670,2009,PAN AMERICAN SILVER CORP,372.455,1848.609,0.646,95.93,61.998,89.85,272.275,1,0.0335376,576.5557,0.1472864,0.0518931,0.0486041,0.0718738,0.1009855,0.0371657,0.0510358,0.0790302
20676,2009,PARAMOUNT RESOURCES LTD,121.214,1101.975,29.38,-145.233,-97.884,376.933,34.231,1,-0.088826,4.125732,0.0310633,-0.1317934,0.3420523,0.0661975,-0.0881453,0.0363705,0.0513748,0.0658921
20684,2009,OBSIDIAN ENERGY LTD,509,13876,18,-583,-144,-656,-217,1,-0.0103776,28.27778,-0.0156385,-0.042015,-0.0472759,0.0698366,-0.0801655,0.0360509,0.050925,0.0723134
20689,2009,PFB CORP,24.606,63.252,0.919,5.449,3.69,24.407,15.167,1,0.0583381,26.77476,0.2397869,0.0861475,0.3858692,0.0730243,-0.0806621,0.0377987,0.0514255,0.0814802
20695,2009,PRECISION DRILLING CORP,449.459,4191.713,0.223,186.828,161.703,-190.27,320.86,1,0.0385768,2015.511,0.0765463,0.0445708,-0.0453919,0.0721076,0.5764165,0.0366817,0.0509272,0.0785065
20809,2009,TIMMINCO LTD,61.767,209.908,85.464,-83.092,-134.222,-238.21,-58.516,1,-0.6394325,0.7227254,-0.2787697,-0.3958496,-1.13483,0.0406552,-0.0892697,0.0342505,0.0496686,0.0470055
20874,2009,SYNEX INTERNATIONAL INC,1.461,22.839,6.136,0.043,-0.103,3.977,-5.076,1,-0.0045098,0.238103,-0.2222514,0.0018827,0.174132,0.0701088,-0.0894298,0.0346372,0.0511808,0.0754532
20879,2009,LASSONDE INDUSTRIES INC-CL A,177.791,345.22,1.381,48.433,30.6,161.839,109.675,1,0.0886391,128.7408,0.317696,0.140296,0.4687996,0.0744299,-0.0469725,0.0383318,0.0515213,0.0853532
20904,2009,HOLOGIC INC,821.516,5689.828,40.863,330.039,-2176.237,-2386.853,492.226,1,-0.3824785,20.10415,0.0865098,0.0580051,-0.4194947,0.0525751,-0.0828661,0.0367499,0.050495,0.0794673
20930,2009,CANLAN ICE SPORTS CORP,15.904,113.141,3.219,6.448,2.734,-17.479,-5.262,1,0.0241645,4.940665,-0.0465083,0.0569908,-0.1544887,0.071439,-0.0878761,0.0358397,0.0508012,0.0793948
21116,2009,ADM TRONICS UNLIMITED INC/DE,1.236,1.604,0.201,-0.481,-1.219,-30.953,0.871,1,-0.7599751,6.149253,0.5430174,-0.2998753,-19.29738,0.0350633,-0.0874768,0.0398735,0.0286851,0.0538701
